Order ID,Product,Category,Region,Sales,Date
bb3c46c2,address,Clothing,West,448.53,2024-04-07
fa62ccc2,Congress,Clothing,North,245.07,2024-06-22
c0e2f24f,family,Books,West,152.6,2024-05-28
7382ac9d,understand,Furniture,North,909.12,2024-01-05
87cc1129,expect,Furniture,North,725.62,2024-08-04
bafa183d,my,Books,West,215.79,2024-03-10
693dcc79,owner,Electronics,North,486.14,2024-07-19
09e98582,specific,Clothing,West,131.3,2024-08-14
8ce8201f,total,Electronics,South,53.66,2024-04-26
bfb7ea5f,above,Clothing,South,878.44,2024-05-31
cd23ec72,sign,Electronics,West,697.9,2024-01-28
5164e91b,but,Electronics,West,992.46,2024-10-28
35c5b675,hour,Groceries,South,334.3,2024-11-13
72387a4c,particular,Clothing,North,193.75,2024-08-24
3a722c6c,pull,Books,East,929.31,2024-01-22
d3ab9c3d,citizen,Clothing,South,973.14,2024-08-11
f24eb5bf,sure,Clothing,West,935.08,2024-10-06
5cf41be5,treat,Books,North,832.37,2024-05-05
b01c57a9,loss,Clothing,North,856.13,2024-08-02
349da04a,big,Books,East,540.94,2024-09-29
3b9998c0,all,Furniture,West,407.88,2024-09-23
ca211028,watch,Clothing,West,389.97,2024-07-21
72c224db,can,Books,East,892.48,2024-01-16
29f2c824,risk,Clothing,West,413.87,2024-05-21
9be5e84e,machine,Books,East,949.61,2024-04-30
8bb015f4,city,Furniture,South,40.71,2024-03-03
66f4e3d3,order,Books,North,653.4,2024-05-24
4ca2649b,church,Furniture,South,497.71,2024-05-29
fe6b1515,scientist,Books,North,613.2,2024-06-20
e78867a5,various,Clothing,South,746.91,2024-10-24
01f15bd3,election,Clothing,East,243.25,2024-08-10
daaeba95,wide,Electronics,South,836.49,2024-01-13
98969827,everyone,Furniture,West,400.65,2024-05-21
cd1a5f63,idea,Furniture,West,195.49,2024-08-06
160ef444,participant,Electronics,East,383.8,2024-04-17
c78d388a,future,Clothing,South,53.19,2024-09-04
90380714,nice,Groceries,West,546.84,2024-09-01
2dcf9d2e,five,Electronics,North,849.72,2024-07-28
67e460a2,leader,Electronics,North,129.22,2024-04-15
77eb13e0,according,Furniture,North,177.36,2024-08-17
48a77fb2,course,Books,South,80.18,2024-02-06
e9b6fcf9,support,Books,East,637.86,2024-06-10
f554694b,paper,Books,North,29.41,2024-03-29
2c4dad5d,community,Furniture,South,95.47,2024-07-04
d2169ba7,large,Groceries,East,760.92,2024-10-31
b81c3580,agree,Electronics,West,91.68,2024-10-19
c4f1f8e0,matter,Books,West,351.26,2024-08-11
8050da6b,manager,Furniture,North,294.01,2024-03-22
0943db73,natural,Electronics,South,753.32,2024-03-15
2a8c731c,my,Books,West,936.22,2024-11-13
9094a068,last,Clothing,North,850.17,2024-06-10
581df8bf,senior,Groceries,East,105.83,2024-07-08
1e68e356,feel,Books,East,408.08,2024-01-26
fcea14b5,form,Electronics,North,630.91,2024-01-05
4dd30c8c,manager,Furniture,East,606.96,2024-02-15
06f7b995,organization,Books,North,230.17,2024-04-12
0fd8f312,land,Electronics,South,912.08,2024-02-08
3cca5db4,teach,Groceries,East,829.14,2024-01-01
78a4203e,explain,Groceries,South,421.11,2024-09-28
5dbcadc9,check,Furniture,South,312.81,2024-07-20
c618866c,born,Furniture,East,200.52,2024-08-20
03583b5a,single,Groceries,East,77.03,2024-04-02
38da5970,dark,Electronics,West,922.18,2024-04-03
b1807f06,several,Furniture,South,895.32,2024-06-01
2e514eab,trial,Books,South,426.75,2024-09-24
ff4e168c,inside,Furniture,West,346.01,2024-08-05
d46eb3c4,along,Clothing,North,896.36,2024-05-14
d5513f1f,face,Groceries,North,559.75,2024-02-28
c83edb57,American,Clothing,East,794.08,2024-05-28
074c094f,southern,Books,North,738.82,2024-01-20
7dd4dad0,yourself,Groceries,North,956.01,2024-08-23
0da6ebf4,realize,Furniture,East,892.45,2024-05-30
66369aae,lose,Clothing,South,274.81,2024-06-30
73abe396,job,Books,South,776.13,2024-07-11
f07eac98,myself,Clothing,West,108.04,2024-08-03
15b5112a,method,Clothing,East,886.92,2024-03-28
7fcd1462,affect,Furniture,South,543.42,2024-07-21
5abe45db,federal,Clothing,East,817.94,2024-06-30
4ac7c7be,mention,Furniture,South,992.11,2024-04-26
e00e0ca3,next,Groceries,West,590.23,2024-07-13
a09d808a,over,Furniture,East,903.02,2024-03-03
2154d8cf,contain,Furniture,West,680.57,2024-09-24
18873486,statement,Groceries,West,198.99,2024-05-13
ba376acd,court,Groceries,West,187.32,2024-08-19
2007cbc7,moment,Books,West,422.05,2024-09-25
a69b9693,total,Electronics,West,131.15,2024-04-19
6d2a573a,quality,Furniture,East,964.79,2024-10-09
38c8239c,field,Clothing,South,190.82,2024-02-28
ca261b76,nearly,Books,East,515.26,2024-08-16
c6c9fc43,adult,Furniture,South,952.91,2024-10-28
817b4e73,TV,Electronics,West,499.52,2024-01-23
31e57986,consider,Books,West,514.13,2024-03-01
c4167c3e,task,Books,West,161.86,2024-07-01
f55a3bec,drive,Electronics,West,552.25,2024-01-24
2f3f33e9,discuss,Electronics,West,655.71,2024-05-14
d5334082,practice,Electronics,West,797.82,2024-05-27
750db679,course,Groceries,East,503.96,2024-11-14
0da6ae0c,product,Books,North,321.08,2024-11-08
55c142d7,end,Groceries,South,551.17,2024-01-22
a93b4ff7,street,Books,South,853.76,2024-08-24
0b367e74,region,Electronics,East,611.98,2024-07-23
56cb14d2,our,Electronics,South,637.37,2024-07-18
ef6a6c3e,hour,Furniture,South,959.88,2024-10-27
d3edc4fc,fine,Clothing,East,407.05,2024-02-01
aa50259d,create,Books,South,18.98,2024-09-06
77fe93ab,sometimes,Clothing,South,440.69,2024-01-11
a71a879e,indicate,Clothing,South,738.21,2024-01-24
7cf4a4bd,blue,Books,East,283.86,2024-04-08
30e13a4a,but,Books,West,46.56,2024-07-18
6ffe0d6d,less,Groceries,East,993.75,2024-02-19
ab5431a4,environment,Electronics,West,408.16,2024-10-17
b5e773d0,successful,Electronics,East,551.71,2024-11-05
0ac5316f,son,Furniture,North,678.78,2024-03-10
9c95360d,ahead,Books,East,499.37,2024-06-10
2bef0612,around,Groceries,East,432.64,2024-04-11
cbedbcf5,race,Books,West,258.18,2024-09-21
f78e1f9c,business,Clothing,South,315.33,2024-10-31
ee29a043,short,Furniture,East,887.41,2024-06-18
b5ab7554,quite,Furniture,West,94.53,2024-08-10
6aa597b6,skin,Furniture,East,793.17,2024-08-23
6eb29f3e,measure,Clothing,North,597.16,2024-10-04
63535d0e,hot,Books,West,212.94,2024-06-07
8baf0bcd,thank,Groceries,East,794.24,2024-04-18
b762772a,certain,Electronics,North,707.72,2024-09-06
c50f4531,just,Groceries,South,732.78,2024-08-27
7af5d3fc,Mrs,Electronics,South,534.79,2024-08-09
9d5bbcd0,education,Groceries,East,828.07,2024-08-20
534b2424,trade,Electronics,South,321.56,2024-05-01
b364d01f,offer,Clothing,South,785.05,2024-09-09
84773528,education,Furniture,East,826.85,2024-04-30
1dc42d0f,difficult,Furniture,South,100.07,2024-02-25
0042d7e8,court,Groceries,North,715.91,2024-01-20
eab770f5,have,Books,West,96.89,2024-06-06
e43f608e,available,Electronics,North,598.3,2024-10-15
e9389f0d,movement,Furniture,West,855.17,2024-01-03
35655fcc,party,Furniture,South,613.99,2024-02-04
9dc848c3,fall,Books,West,648.25,2024-05-10
882e5e2b,former,Furniture,East,441.8,2024-05-10
7d77d89a,water,Furniture,East,124.46,2024-04-03
989f1a28,too,Furniture,South,272.22,2024-09-28
07ca9707,order,Clothing,West,12.05,2024-06-25
1141fb13,case,Books,East,49.47,2024-04-29
eedc170c,born,Groceries,West,459.46,2024-10-22
6f684bac,visit,Electronics,West,949.59,2024-10-06
35953af7,wide,Furniture,South,208.5,2024-02-18
f04af035,street,Furniture,West,905.73,2024-11-09
5317a13e,mission,Electronics,North,447.29,2024-07-22
4dcb9800,month,Furniture,North,392.89,2024-06-23
cdba7189,parent,Groceries,East,357.16,2024-05-19
56b6df4a,despite,Electronics,East,782.15,2024-05-06
463bf0fc,similar,Books,East,261.08,2024-09-04
6b18aed2,visit,Clothing,East,243.45,2024-08-23
6bba8617,most,Books,West,658.59,2024-06-16
cf34007f,successful,Electronics,East,196.11,2024-04-20
98143f20,doctor,Clothing,North,285.82,2024-06-21
91592c80,mean,Electronics,West,250.01,2024-01-02
6b4553d3,security,Furniture,East,464.43,2024-03-18
2ca02af7,likely,Clothing,East,167.61,2024-04-15
c4f7bb03,notice,Groceries,East,643.62,2024-04-15
f1c11c21,price,Groceries,East,990.65,2024-04-14
1dd6ec8f,research,Electronics,East,484.81,2024-05-15
0a6ce2d8,occur,Clothing,South,387.49,2024-03-31
eb1e3a77,with,Groceries,East,88.12,2024-03-03
885184c3,represent,Clothing,East,303,2024-05-07
e0a1024c,growth,Clothing,East,690.13,2024-08-19
88253784,pay,Furniture,South,870.71,2024-06-22
19e657fb,fact,Furniture,East,104.48,2024-03-01
1bfda186,candidate,Books,East,304.78,2024-03-06
14fb4fa2,test,Electronics,North,273.45,2024-04-05
cb99f9fd,participant,Electronics,West,135.62,2024-03-08
88b01137,result,Furniture,East,19.81,2024-02-27
26f4b237,energy,Electronics,North,191.76,2024-08-14
605fb184,fund,Groceries,East,673.91,2024-08-16
0c5ce393,how,Clothing,North,123.19,2024-06-21
ad3aac12,culture,Groceries,North,60.28,2024-08-17
c4a1ed86,road,Furniture,South,160.16,2024-07-23
b6d08cb6,last,Furniture,North,998.08,2024-06-20
3454b3a0,five,Books,West,953.16,2024-10-29
33c8a5dc,power,Clothing,North,464.55,2024-05-08
5279c28e,themselves,Clothing,South,621.17,2024-02-11
0f3ac365,likely,Electronics,East,251.76,2024-04-25
debca2e6,number,Groceries,North,467.23,2024-04-26
6dddc796,mission,Groceries,South,542.7,2024-09-12
793f445c,that,Groceries,East,916.85,2024-09-06
1bb24f52,much,Clothing,West,84.06,2024-05-25
084db68d,measure,Furniture,West,275.65,2024-09-22
9eb62119,rock,Clothing,South,344.85,2024-02-10
2e23bb5c,perhaps,Books,West,797.09,2024-01-28
e42f7510,pretty,Books,South,558.32,2024-10-13
4c159d24,purpose,Electronics,North,716.85,2024-04-24
c8655ede,book,Furniture,North,264.56,2024-10-03
95010eae,note,Furniture,North,500.82,2024-04-23
24b25a7e,together,Groceries,West,579.47,2024-05-28
d189c9cd,be,Clothing,South,851.91,2024-03-15
51b825b7,budget,Books,West,158.92,2024-03-11
e9c7f46d,performance,Groceries,South,448.72,2024-05-29
10819b96,size,Books,South,37.49,2024-06-29
e0cd8408,table,Electronics,South,814.72,2024-04-03
5fe1636e,edge,Furniture,North,183.88,2024-02-06
67a46d37,where,Electronics,South,938.04,2024-03-24
072052f3,various,Clothing,East,735.15,2024-01-05
e31b4dc7,role,Furniture,South,134.61,2024-04-24
e70081ef,opportunity,Electronics,West,525.82,2024-08-14
2fcb6049,only,Groceries,North,609.32,2024-03-22
fe21f262,open,Electronics,East,44.23,2024-01-07
c879d1f0,follow,Books,East,156.29,2024-09-17
e64c681e,five,Books,North,897.79,2024-09-07
c305ebb9,long,Books,South,335.87,2024-07-30
75829e36,low,Clothing,West,316.53,2024-02-13
50d15791,defense,Electronics,East,934,2024-06-27
5fd9e9d0,senior,Electronics,North,906.23,2024-04-01
9617a156,girl,Books,North,500.81,2024-07-05
bd1ded5b,stage,Books,East,736.79,2024-11-03
2e971720,type,Clothing,West,49.62,2024-05-26
49d927ba,task,Electronics,North,135.57,2024-02-10
f5e9b96d,thousand,Groceries,South,194.04,2024-08-23
bf63ff29,everything,Clothing,South,960.11,2024-03-23
cc405c30,item,Furniture,West,296.33,2024-11-11
3ea58354,fight,Clothing,West,986.66,2024-03-13
2f23df2f,wide,Clothing,East,436.39,2024-07-03
ed9ba733,less,Clothing,East,577.97,2024-05-25
769b5357,bag,Electronics,South,616.95,2024-05-17
84369fc0,glass,Groceries,North,323.39,2024-07-25
ff8de77e,short,Books,North,882.23,2024-03-19
09b3cbc5,assume,Groceries,North,171.97,2024-05-14
f1306e4a,sport,Clothing,West,296.81,2024-04-17
1bc79078,send,Electronics,North,917.18,2024-01-20
1bc05e90,sea,Furniture,West,92.06,2024-07-03
08e36b86,decade,Books,North,847.11,2024-08-04
dda03582,heavy,Furniture,West,99.72,2024-09-13
e65b8984,beyond,Clothing,West,688.99,2024-07-13
63ab7f85,painting,Clothing,South,805.57,2024-11-11
6e085160,feel,Electronics,East,470.85,2024-02-13
e2846934,lay,Groceries,South,892.62,2024-03-14
7c4373fa,claim,Electronics,South,574.96,2024-04-30
f1aa1328,in,Books,East,961.89,2024-11-02
5e8488ca,skin,Electronics,West,911.8,2024-08-21
d1e5118d,mother,Furniture,South,145,2024-09-11
de7d7130,court,Groceries,West,316.82,2024-06-19
b5131409,series,Furniture,East,201.23,2024-11-14
333bd300,authority,Books,South,64.34,2024-10-01
47dd1e7a,almost,Books,North,292.27,2024-08-07
dd250e29,everybody,Groceries,East,713.78,2024-02-28
d79b9733,station,Furniture,East,850.51,2024-04-11
2d4c608f,leave,Furniture,North,766.25,2024-03-05
6ac6fe43,result,Books,East,984.52,2024-05-30
5f079b8f,husband,Books,North,46.93,2024-08-18
d5e93962,claim,Furniture,South,793.55,2024-08-25
c7250eff,together,Groceries,West,300.68,2024-02-27
56b481d6,tell,Books,West,142,2024-08-13
269d4703,detail,Clothing,South,967.17,2024-05-02
8151e8b9,in,Groceries,East,286.68,2024-03-03
040c9a93,into,Furniture,West,495.89,2024-04-18
37e6b403,between,Furniture,East,303.09,2024-01-09
53c48832,require,Clothing,North,71.65,2024-05-20
70d274f5,discover,Electronics,West,98.41,2024-07-27
a17a2407,not,Groceries,South,440.43,2024-01-12
ef6030f5,toward,Groceries,South,848.28,2024-08-16
d12f28ee,mother,Groceries,East,789.14,2024-06-04
4c988c50,suffer,Furniture,East,212.08,2024-08-06
5877549e,knowledge,Books,West,407.08,2024-07-18
1431ffe1,laugh,Groceries,South,58.14,2024-11-12
82022b22,tough,Groceries,East,764.85,2024-11-12
8fc30017,sort,Electronics,North,200.85,2024-06-18
ac6e8a1c,drop,Books,South,458.06,2024-02-18
b74bc5bb,Republican,Books,East,473.99,2024-07-14
7278c262,around,Furniture,West,625.52,2024-02-05
0b40425e,it,Groceries,East,385.56,2024-06-07
b7efc3b8,add,Books,West,558.54,2024-07-13
80380119,box,Books,South,255.17,2024-05-18
97f9316e,first,Groceries,South,865.33,2024-06-01
0fc8803e,early,Groceries,West,260.85,2024-02-18
40747a94,best,Clothing,West,490.67,2024-06-17
656b5e0b,drug,Clothing,South,518.66,2024-07-16
d6f68246,beyond,Electronics,East,145.97,2024-07-31
15e52604,forget,Books,North,269.41,2024-03-11
102deaf6,need,Furniture,South,93.1,2024-11-09
6c2ce6e9,create,Books,West,851.77,2024-08-03
320357db,also,Electronics,North,717.64,2024-11-15
dd47f0f7,sort,Electronics,East,650.07,2024-03-23
a9a40ebd,voice,Electronics,East,878.87,2024-05-20
2b9483e7,expert,Electronics,South,378.27,2024-02-12
4bf27903,participant,Clothing,North,811.17,2024-05-10
2856bac5,we,Electronics,West,19.94,2024-03-22
02e1381b,deal,Furniture,West,306.8,2024-07-05
eaec0ab2,suddenly,Groceries,West,777.59,2024-11-12
fc61e31f,work,Books,West,10.92,2024-05-27
3381a520,admit,Groceries,South,18.22,2024-08-05
6a121f41,eat,Books,West,423.41,2024-10-10
b1df9526,deal,Clothing,East,818.59,2024-07-27
bc94c460,range,Groceries,North,236.19,2024-05-17
37a03eb4,loss,Electronics,South,980.67,2024-08-05
24725492,commercial,Books,South,150.3,2024-08-19
8e5b0257,bed,Books,East,539.89,2024-09-12
746ffc56,number,Clothing,East,261.08,2024-01-23
db81d416,treat,Electronics,North,975.84,2024-06-20
d2318ff7,wish,Clothing,East,30.87,2024-06-24
0b2689f4,challenge,Books,East,794.89,2024-05-23
15566d65,consider,Electronics,East,718.26,2024-01-18
af24d459,picture,Electronics,South,877.32,2024-11-02
fb7ebf01,way,Books,East,107.94,2024-07-11
22284578,two,Clothing,North,301.41,2024-06-25
f3d661e1,management,Electronics,West,872.25,2024-04-04
b12ab2d7,I,Books,East,868.59,2024-02-03
386bed27,wide,Books,South,613.22,2024-03-02
0e244583,create,Groceries,East,666.3,2024-10-17
b8d54b88,finally,Furniture,West,842.6,2024-10-30
6f7f7500,become,Clothing,West,999.18,2024-09-19
9a5f99dd,at,Books,East,943.71,2024-08-05
15c51bd9,per,Books,North,755.16,2024-10-04
bede5c47,identify,Clothing,East,975.91,2024-06-30
8f1b40bd,rate,Clothing,South,399.92,2024-04-05
0b1730ae,sit,Electronics,West,216.32,2024-05-07
19bd6e1b,positive,Groceries,East,967.64,2024-01-08
0f9444c1,learn,Groceries,North,936.19,2024-10-29
c66dbfb6,group,Furniture,East,135.03,2024-01-19
48c27771,debate,Clothing,West,258.88,2024-10-19
7967a137,young,Groceries,West,900.22,2024-04-11
3845dd3a,fine,Furniture,East,811.9,2024-06-26
bb096d0e,chair,Furniture,South,193.82,2024-03-08
975199e8,true,Electronics,South,289.67,2024-08-18
5ae9a17b,type,Groceries,East,849.14,2024-03-20
28ac2076,indeed,Books,South,750.41,2024-03-21
ca3eb55d,Mrs,Groceries,West,203.63,2024-05-18
0e02123d,approach,Clothing,North,502.49,2024-07-22
57ebf388,threat,Clothing,South,997.63,2024-01-04
0ed7be06,picture,Groceries,North,359.37,2024-09-01
3876d865,them,Furniture,South,392.07,2024-09-14
2a93ddf3,by,Groceries,South,869.17,2024-08-05
65fc1c1b,recognize,Furniture,North,473.8,2024-03-27
3a6de294,conference,Furniture,South,675.6,2024-10-21
8980af11,within,Electronics,West,901.26,2024-05-26
fae96fea,raise,Electronics,West,292.86,2024-06-25
1fdd7371,card,Electronics,North,360.18,2024-05-20
f2fdb279,certain,Groceries,West,755,2024-02-28
27aedc02,four,Clothing,West,639.07,2024-07-01
af2ec46f,measure,Groceries,East,927.61,2024-11-15
473f2fd8,suffer,Electronics,South,689.52,2024-07-24
39a381cb,free,Furniture,East,497.15,2024-04-27
a288c4a5,near,Groceries,East,339.03,2024-02-02
006031cf,without,Books,South,764.49,2024-03-30
0887e914,PM,Groceries,East,905.07,2024-02-20
d9ff3baf,call,Groceries,West,869.55,2024-05-17
6e69292f,maintain,Electronics,South,448.98,2024-08-21
7bd4e444,between,Furniture,South,759.17,2024-11-05
1e7e161c,throw,Groceries,North,298.24,2024-05-31
a1e22f47,thus,Furniture,South,244.62,2024-05-13
6e694d66,after,Books,West,329.88,2024-06-05
b55da6f9,now,Furniture,East,374.08,2024-07-29
268ac0da,daughter,Electronics,East,663.21,2024-10-30
7155d20c,score,Books,South,915.24,2024-08-31
62ce4921,cell,Books,East,651.58,2024-03-01
721d9773,force,Groceries,North,449.58,2024-05-08
4b790c3c,factor,Furniture,South,205.14,2024-08-22
3641622c,second,Groceries,North,334.38,2024-06-24
39dcab1c,free,Electronics,East,489.21,2024-07-03
a5fea61f,phone,Books,North,522.07,2024-05-09
4ef17894,training,Books,North,129.36,2024-02-25
3cdd5f48,knowledge,Clothing,West,75.19,2024-10-23
04eba678,hospital,Furniture,East,988.71,2024-09-18
54ac0e6e,take,Electronics,West,846.68,2024-01-11
87966ff0,brother,Clothing,South,478.97,2024-02-19
dfe49c63,same,Clothing,East,965.96,2024-09-08
e2b1eb9a,energy,Books,North,532.89,2024-08-30
725b1af6,administration,Groceries,East,279.84,2024-02-27
46bc2bc0,old,Books,South,951.25,2024-02-27
d9ceb7a1,stand,Books,North,168.96,2024-08-11
a54bd7ee,accept,Furniture,East,376.37,2024-07-02
a43c2455,change,Books,West,564.42,2024-08-24
4f5cd9dc,effort,Furniture,East,360.97,2024-11-14
6dded61e,national,Groceries,South,936.94,2024-01-25
c042fd6b,care,Electronics,East,419.64,2024-03-17
b512a24c,leg,Books,South,936.9,2024-05-28
2f564845,director,Clothing,West,329.4,2024-03-01
00c0c32a,poor,Furniture,North,399.56,2024-06-18
2a0148dd,human,Clothing,East,376.4,2024-07-09
155fde63,chair,Groceries,North,216.98,2024-06-29
22752297,future,Clothing,East,241.24,2024-11-05
0629f81d,reality,Groceries,North,979.08,2024-01-03
e12eab63,may,Clothing,West,177.85,2024-05-30
7ec5fda1,simple,Clothing,North,719.28,2024-06-28
5f50a582,campaign,Clothing,East,347.83,2024-01-11
f46cf9d8,avoid,Books,West,700.28,2024-04-11
c5de266e,receive,Groceries,East,34.65,2024-08-23
e0f87117,Mrs,Groceries,West,753.59,2024-05-12
2ad9a96f,cell,Clothing,East,988.42,2024-05-09
37fb58bf,crime,Furniture,North,296.2,2024-04-30
d9338aef,beautiful,Clothing,North,245.41,2024-06-28
9f937ff1,color,Electronics,North,628.34,2024-06-10
487ef3ae,rule,Electronics,North,16.13,2024-10-30
e320df5a,charge,Groceries,West,410.69,2024-09-18
1ed8420b,order,Furniture,North,652.05,2024-11-04
b9348fec,strategy,Furniture,North,34.87,2024-08-05
cd6f91a5,rather,Books,North,876.78,2024-03-23
9965a72b,record,Electronics,East,728.57,2024-05-11
7cd3a534,else,Electronics,East,423.62,2024-02-18
f4ca37ad,type,Groceries,South,996.46,2024-10-11
f623b4c0,in,Clothing,North,947.42,2024-03-15
5b456e78,than,Groceries,North,676.91,2024-08-01
185d6c63,eye,Furniture,East,841.55,2024-02-22
8b606f5f,yet,Books,East,909.96,2024-02-26
dadf07e8,paper,Clothing,East,795.59,2024-08-20
e181009d,miss,Clothing,West,721.46,2024-05-20
0722d368,listen,Groceries,East,255.13,2024-05-31
20d4d8dc,toward,Books,North,774.51,2024-11-16
5312bde7,off,Electronics,West,444.06,2024-06-06
b527a418,network,Electronics,South,141.78,2024-09-30
5e30a3b0,pick,Books,North,996.02,2024-06-26
21339870,final,Groceries,South,951.62,2024-07-18
338d81cc,which,Groceries,North,209.1,2024-07-28
0e2551b1,bed,Groceries,East,48.98,2024-08-12
65337964,decision,Electronics,West,277.78,2024-09-18
c9617cb2,during,Furniture,East,853.73,2024-08-27
c0ee129d,base,Electronics,West,536.45,2024-02-10
a77bfffb,main,Books,East,975.99,2024-04-13
9e3f465b,natural,Books,North,485.23,2024-11-16
81e3ace4,cup,Electronics,South,134.21,2024-09-01
2c3e2548,remember,Groceries,South,261.64,2024-06-01
adf39421,when,Groceries,North,517.39,2024-09-06
ef18f77b,per,Groceries,North,575.26,2024-09-14
d6c99719,build,Groceries,North,331.47,2024-07-01
0b6160b6,color,Books,West,704.92,2024-01-04
97479f90,step,Books,East,237.78,2024-04-28
ba0f17f2,produce,Clothing,East,236.56,2024-03-18
2219d28b,Mr,Clothing,East,933.13,2024-05-05
37d8e241,me,Groceries,North,644.78,2024-11-04
faf98134,at,Electronics,North,900.66,2024-05-23
dc2babe8,land,Groceries,South,525.02,2024-04-29
60702889,nothing,Groceries,West,947.03,2024-10-04
0d321bd2,eight,Groceries,South,689.52,2024-05-20
5179d6d1,condition,Electronics,South,882.94,2024-08-26
c5182f66,father,Electronics,North,182.58,2024-02-07
74e2b2eb,wish,Clothing,West,677.85,2024-02-21
b710e483,where,Electronics,East,42.27,2024-01-10
9f580988,century,Groceries,West,306.58,2024-10-11
e767b4b7,grow,Electronics,South,30.82,2024-07-03
54f19a99,every,Books,North,200.16,2024-03-03
cf73ce40,agree,Furniture,West,129.77,2024-11-10
256a821a,they,Groceries,South,694.99,2024-06-26
175958f3,feel,Electronics,West,507.49,2024-11-16
e21782e8,include,Furniture,South,877.42,2024-11-10
2f4af4f1,executive,Clothing,West,362.91,2024-10-21
6a7d17ba,receive,Furniture,East,145.16,2024-01-01
55270c8d,ground,Furniture,North,314.25,2024-06-19
441148ce,cost,Groceries,East,38.87,2024-05-29
45a05515,message,Books,North,440.02,2024-06-18
28b68858,program,Clothing,West,219.06,2024-05-24
e041aaf7,author,Clothing,East,264.12,2024-03-14
29c1a36a,little,Groceries,South,546.31,2024-10-13
9d816b9a,piece,Groceries,South,282.1,2024-11-05
500796f0,without,Electronics,West,129.79,2024-08-19
5a0543d0,listen,Furniture,North,216.64,2024-06-15
9066b6b5,to,Books,West,912.21,2024-06-18
23460405,often,Books,West,315.72,2024-05-27
d450bcd4,exactly,Electronics,South,967.67,2024-02-28
acc2f417,face,Clothing,North,877.31,2024-03-24
35e54034,option,Furniture,North,914.81,2024-08-17
0d129509,situation,Clothing,South,278.84,2024-11-15
22a47dfe,yourself,Electronics,West,274.99,2024-01-24
42d85b27,success,Furniture,West,977.98,2024-09-26
d80019f9,economic,Electronics,North,968.19,2024-06-12
8e2fc182,past,Groceries,South,387.94,2024-02-03
99293d24,nice,Books,South,648.24,2024-08-19
7ba045d5,look,Books,West,229.54,2024-09-21
